125
125
81, 47, 193, 66, 59
123, 112, 73, 74, 66
114, 69, 216, 145, 119
112, 117, 10, 12, 9
48, 50, 225, 108, 90
66, 106, 217, 111, 89
119, 24, 70, 67, 62
23, 104, 74, 49, 27
87, 124, 25, 27, 24
103, 6, 63, 59, 48
42, 36, 209, 115, 89
84, 43, 210, 89, 70
20, 108, 103, 103, 95
59, 107, 174, 67, 49
20, 78, 69, 32, 16
85, 95, 166, 91, 62
9, 83, 81, 56, 34
96, 5, 72, 27, 24
113, 82, 193, 127, 92
82, 105, 227, 143, 115
72, 91, 217, 85, 65
70, 77, 234, 76, 57
123, 87, 204, 142, 117
35, 109, 62, 25, 15
97, 20, 52, 32, 25
33, 85, 193, 109, 83
105, 121, 7, 7, 7
28, 27, 85, 67, 47
26, 19, 86, 73, 67
28, 47, 202, 127, 98
10, 82, 60, 41, 25
51, 120, 79, 63, 63
37, 44, 235, 148, 121
73, 11, 151, 35, 22
71, 113, 199, 86, 68
71, 74, 229, 77, 64
32, 33, 102, 65, 38
88, 45, 167, 68, 52
10, 114, 15, 15, 13
93, 59, 216, 138, 116
124, 50, 109, 68, 50
81, 98, 163, 87, 63
20, 123, 7, 11, 12
118, 61, 222, 154, 131
12, 30, 74, 71, 62
98, 23, 32, 28, 25
88, 112, 50, 58, 45
109, 5, 97, 93, 90
49, 101, 149, 61, 39
78, 47, 186, 42, 24
24, 19, 70, 55, 48
37, 45, 200, 113, 88
38, 95, 138, 68, 45
38, 58, 215, 130, 109
99, 78, 240, 166, 141
49, 105, 124, 43, 26
69, 23, 201, 16, 3
32, 24, 71, 67, 56
124, 93, 174, 147, 130
18, 85, 43, 21, 8
43, 9, 103, 55, 35
110, 92, 147, 101, 78
90, 15, 110, 75, 69
111, 35, 118, 78, 55
54, 78, 221, 60, 42
85, 20, 117, 59, 58
84, 62, 191, 75, 60
100, 14, 41, 14, 5
72, 45, 229, 67, 55
0, 9, 65, 62, 55
35, 87, 210, 119, 92
114, 122, 19, 19, 19
68, 65, 242, 34, 22
50, 40, 240, 115, 97
119, 123, 38, 40, 39
12, 87, 40, 22, 10
95, 73, 177, 103, 79
23, 114, 34, 29, 33
113, 124, 11, 12, 6
121, 11, 60, 58, 46
101, 33, 129, 69, 43
66, 91, 214, 61, 35
19, 55, 62, 21, 4
124, 36, 77, 67, 65
122, 97, 146, 139, 133
14, 50, 27, 9, 5
45, 92, 177, 77, 54
25, 106, 107, 78, 60
82, 57, 172, 68, 43
119, 64, 214, 150, 123
88, 47, 174, 79, 61
8, 65, 104, 78, 53
43, 103, 121, 59, 38
38, 114, 174, 148, 133
50, 61, 238, 103, 91
104, 86, 183, 106, 76
106, 67, 211, 144, 118
42, 52, 220, 125, 105
50, 64, 234, 97, 79
54, 62, 236, 78, 59
92, 88, 202, 123, 90
97, 42, 122, 71, 52
45, 52, 232, 126, 102
44, 103, 110, 45, 25
40, 122, 58, 50, 48
45, 96, 168, 83, 63
33, 119, 17, 8, 11
2, 91, 120, 117, 102
20, 1, 84, 62, 51
98, 63, 187, 148, 131
93, 11, 103, 70, 63
78, 50, 222, 72, 65
104, 18, 81, 74, 68
45, 78, 229, 112, 94
107, 110, 15, 11, 8
88, 15, 109, 64, 57
0, 85, 38, 28, 16
48, 13, 93, 41, 30
115, 50, 208, 138, 115
0, 41, 116, 118, 107
120, 78, 124, 76, 53
46, 65, 255, 134, 119
16, 74, 31, 8, 3
76, 9, 131, 38, 33
114, 120, 4, 4, 2
124, 78, 122, 80, 56
5, 92, 154, 152, 137
77, 43, 219, 67, 48
82, 107, 184, 103, 76
84, 41, 232, 107, 87
107, 102, 129, 87, 65
44, 11, 108, 48, 37
46, 71, 250, 132, 114
94, 25, 77, 50, 43
93, 95, 155, 88, 59
70, 69, 234, 68, 48
85, 40, 193, 75, 57
72, 39, 219, 51, 32
84, 91, 176, 93, 63
15, 54, 29, 8, 7
73, 30, 219, 36, 20
56, 109, 135, 56, 41
77, 12, 145, 59, 48
73, 58, 235, 52, 39
112, 114, 30, 28, 29
69, 85, 226, 79, 54
59, 103, 152, 34, 16
82, 27, 174, 78, 62
116, 17, 73, 69, 60
87, 30, 157, 59, 38
38, 112, 94, 58, 32
52, 28, 150, 59, 41
36, 119, 63, 55, 55
97, 59, 128, 72, 51
106, 114, 5, 7, 4
70, 87, 223, 79, 58
46, 19, 106, 39, 22
50, 95, 204, 91, 61
100, 76, 215, 139, 115
11, 59, 40, 23, 16
74, 22, 153, 17, 13
87, 6, 100, 57, 48
40, 67, 220, 137, 119
83, 32, 202, 85, 58
88, 19, 123, 79, 76
41, 107, 89, 37, 15
121, 33, 116, 119, 102
26, 119, 15, 16, 11
29, 48, 220, 149, 119
107, 15, 84, 77, 71
84, 32, 207, 91, 68
101, 41, 188, 118, 92
69, 98, 197, 83, 59
58, 72, 246, 48, 29
101, 69, 236, 151, 131
27, 120, 18, 23, 17
59, 0, 126, 82, 71
43, 120, 49, 39, 37
38, 26, 49, 28, 11
52, 113, 217, 171, 156
23, 46, 170, 104, 80
107, 13, 79, 76, 67
121, 31, 105, 99, 85
92, 111, 49, 51, 50
111, 79, 217, 144, 114
88, 12, 114, 64, 57
38, 64, 203, 124, 107
19, 87, 51, 30, 13
8, 108, 12, 13, 15
77, 34, 226, 82, 61
74, 47, 214, 53, 37
60, 63, 234, 19, 9
57, 66, 231, 52, 38
38, 30, 64, 28, 2
36, 82, 235, 135, 109
48, 26, 130, 63, 44
1, 60, 123, 102, 85
117, 86, 133, 85, 63
67, 103, 154, 50, 25
72, 29, 230, 32, 21
84, 0, 105, 58, 50
63, 120, 92, 80, 66
70, 110, 218, 108, 81
74, 46, 225, 66, 50
14, 29, 83, 67, 52
47, 37, 228, 116, 104
6, 80, 80, 47, 16
56, 107, 133, 45, 25
5, 15, 78, 74, 65
29, 27, 84, 63, 42
87, 60, 210, 109, 89
91, 50, 195, 109, 88
54, 2, 95, 59, 43
5, 31, 95, 91, 90
19, 119, 6, 8, 7
118, 30, 104, 104, 92
102, 61, 209, 116, 108
84, 44, 188, 77, 58
47, 9, 96, 39, 24
71, 36, 230, 48, 27
72, 30, 227, 33, 16
39, 23, 71, 52, 45
20, 57, 121, 69, 58
29, 114, 108, 100, 89
59, 10, 127, 63, 53
45, 114, 189, 155, 143
16, 81, 37, 19, 9
94, 86, 203, 129, 96
109, 21, 74, 77, 68
100, 36, 237, 167, 142
59, 30, 198, 46, 23
122, 21, 71, 54, 47
49, 18, 100, 43, 26
70, 54, 216, 24, 11
50, 111, 125, 56, 41
1, 7, 80, 76, 65
67, 110, 211, 104, 80
43, 45, 218, 114, 91
0, 105, 12, 8, 7
38, 44, 225, 135, 111
74, 90, 198, 72, 50
84, 12, 132, 65, 59
85, 28, 162, 75, 50
13, 43, 135, 95, 62
122, 74, 161, 117, 90
8, 44, 100, 72, 48
12, 71, 76, 47, 39
52, 39, 223, 95, 76
104, 81, 209, 136, 106
10, 21, 76, 75, 70
24, 103, 76, 44, 21
2, 0, 80, 73, 65
3, 102, 5, 3, 6
11, 104, 11, 9, 10
15, 110, 6, 10, 9
10, 102, 10, 5, 9
93, 102, 208, 189, 175
69, 68, 225, 42, 18
17, 100, 87, 75, 59
58, 38, 252, 80, 62
113, 71, 224, 150, 126
46, 24, 122, 49, 32
26, 97, 63, 37, 22
118, 124, 19, 21, 18
81, 105, 227, 137, 111
48, 0, 89, 45, 34
122, 69, 142, 91, 62
44, 118, 86, 75, 71
14, 3, 87, 73, 64
90, 5, 112, 71, 67
63, 1, 116, 58, 46
22, 42, 105, 57, 37
20, 113, 23, 20, 15
82, 15, 139, 47, 48
68, 47, 244, 51, 28
70, 94, 212, 79, 52
66, 35, 241, 120, 21
65, 21, 158, 18, 9
18, 65, 61, 32, 18
101, 48, 96, 48, 34
119, 53, 199, 129, 104
116, 24, 84, 83, 78
51, 123, 81, 67, 66
10, 89, 120, 96, 72
74, 13, 147, 34, 20
68, 64, 234, 29, 18
91, 113, 21, 21, 23
62, 90, 239, 58, 39
73, 106, 155, 43, 23
11, 46, 69, 42, 23
92, 62, 226, 148, 128
75, 90, 211, 89, 66
75, 10, 145, 48, 32
12, 114, 3, 4, 8
6, 114, 10, 6, 7
117, 61, 213, 145, 126
74, 93, 202, 87, 66
18, 15, 64, 41, 25
90, 116, 3, 3, 5
8, 85, 84, 61, 45
101, 105, 86, 86, 78
99, 101, 135, 109, 94
69, 108, 216, 112, 89
92, 85, 161, 92, 51
30, 34, 77, 43, 16
87, 79, 218, 136, 115
89, 29, 151, 64, 45
94, 41, 141, 73, 54
57, 32, 210, 68, 48
37, 1, 96, 92, 83
8, 117, 7, 8, 12
109, 103, 140, 104, 90
32, 12, 82, 73, 66
74, 81, 225, 93, 71
21, 30, 78, 50, 29
8, 91, 141, 128, 112
74, 56, 235, 53, 40
45, 21, 124, 56, 35
116, 13, 88, 90, 77
104, 21, 80, 75, 72
0, 73, 67, 65, 50
58, 41, 219, 35, 15
57, 4, 125, 84, 67
115, 7, 82, 84, 73
107, 4, 85, 85, 77
102, 25, 65, 59, 43
103, 119, 12, 14, 13
101, 51, 50, 0, 0
7, 76, 121, 87, 50
60, 64, 242, 29, 15
72, 41, 228, 62, 40
94, 53, 220, 131, 117
35, 113, 121, 94, 77
65, 60, 254, 44, 21
77, 33, 246, 100, 77
93, 22, 78, 57, 52
36, 117, 68, 58, 56
20, 13, 68, 44, 32
93, 0, 103, 65, 62
25, 59, 231, 162, 133
88, 113, 30, 35, 28
100, 48, 37, 8, 0
109, 15, 93, 84, 79
79, 63, 217, 91, 77
32, 45, 212, 136, 104
14, 59, 38, 17, 12
43, 27, 74, 19, 1
115, 95, 183, 117, 91
96, 87, 207, 123, 97
0, 121, 8, 8, 6
18, 77, 63, 39, 27
89, 7, 120, 73, 65
78, 6, 124, 54, 46
4, 76, 95, 71, 37
111, 7, 96, 91, 88
114, 58, 221, 148, 131
37, 88, 216, 126, 94
89, 68, 223, 138, 117
48, 19, 78, 15, 0
12, 113, 7, 8, 10
63, 105, 160, 51, 34
7, 34, 85, 82, 73
68, 41, 228, 36, 7
122, 77, 133, 86, 66
38, 8, 88, 82, 70
45, 103, 130, 62, 41
5, 103, 5, 5, 7
20, 56, 92, 39, 25
30, 78, 223, 138, 109
46, 64, 236, 114, 101
5, 58, 100, 70, 44
57, 48, 241, 64, 46
14, 58, 25, 4, 0
29, 39, 186, 120, 88
107, 90, 146, 85, 56
14, 116, 10, 12, 11
72, 2, 147, 33, 25
58, 74, 234, 31, 16
124, 113, 9, 4, 0
50, 94, 209, 92, 64
32, 34, 143, 87, 64
42, 49, 252, 147, 130
15, 51, 31, 13, 13
35, 73, 237, 160, 134
24, 25, 75, 65, 56
122, 20, 89, 70, 66
120, 59, 204, 132, 112
10, 97, 109, 111, 100
101, 22, 44, 35, 28
6, 95, 121, 114, 106
98, 113, 13, 13, 13
31, 83, 216, 125, 98
92, 44, 173, 91, 70
33, 75, 237, 158, 127
26, 62, 217, 151, 125
106, 91, 168, 103, 75
15, 42, 162, 116, 80
102, 35, 187, 123, 96
54, 4, 121, 84, 68
57, 9, 125, 71, 63
75, 72, 247, 120, 95
119, 84, 128, 82, 59
80, 95, 172, 88, 64
1, 13, 85, 81, 70
95, 28, 136, 81, 51
11, 77, 58, 29, 11
94, 33, 158, 76, 54
27, 68, 202, 136, 110
44, 38, 201, 106, 78
112, 31, 110, 106, 95
64, 57, 243, 30, 6
84, 109, 148, 87, 66
11, 52, 53, 33, 26
34, 44, 227, 150, 124
56, 69, 191, 19, 9
27, 71, 239, 169, 135
38, 16, 85, 79, 65
23, 30, 80, 53, 32
104, 51, 191, 99, 88
68, 29, 241, 40, 12
53, 18, 118, 62, 49
26, 103, 79, 51, 30
91, 14, 108, 75, 70
62, 72, 255, 144, 39
75, 84, 230, 107, 78
10, 49, 78, 48, 36
89, 111, 56, 58, 55
64, 45, 234, 79, 7
29, 33, 56, 31, 13
53, 12, 105, 57, 45
44, 63, 239, 131, 110
84, 78, 225, 134, 108
29, 38, 169, 106, 75
66, 82, 210, 24, 1
36, 87, 208, 114, 86
9, 66, 87, 60, 39
13, 104, 10, 10, 8
75, 118, 73, 65, 62
110, 117, 7, 5, 6
50, 33, 215, 101, 75
79, 101, 184, 98, 73
39, 76, 221, 124, 99
85, 62, 173, 60, 44
5, 23, 75, 74, 70
64, 18, 173, 50, 43
6, 13, 86, 82, 73
75, 91, 196, 76, 54
61, 102, 196, 69, 50
84, 69, 209, 102, 84
119, 27, 88, 88, 76
102, 43, 165, 95, 70
53, 29, 172, 67, 48
27, 76, 216, 142, 109
0, 31, 99, 97, 98
53, 95, 241, 97, 79
30, 94, 82, 41, 21
36, 54, 219, 148, 132
78, 23, 171, 48, 41
81, 103, 209, 125, 99
78, 21, 161, 39, 30
66, 114, 139, 40, 24
6, 118, 14, 12, 13
1, 14, 89, 86, 77
105, 35, 115, 58, 29
69, 7, 141, 34, 28
97, 8, 77, 40, 32
44, 44, 224, 118, 94
90, 31, 133, 55, 35
117, 121, 31, 27, 26
92, 15, 114, 81, 74
53, 2, 114, 78, 64
30, 32, 42, 19, 3
34, 124, 56, 54, 41
13, 115, 2, 3, 7
52, 17, 113, 64, 49
69, 103, 197, 96, 78
48, 81, 255, 123, 103
49, 46, 227, 99, 86
112, 59, 226, 158, 135
71, 28, 232, 39, 26
27, 5, 85, 78, 68
35, 71, 218, 141, 121
101, 55, 60, 4, 0
116, 93, 184, 119, 89
37, 95, 134, 75, 46
108, 84, 165, 96, 67
121, 81, 118, 73, 50
106, 111, 19, 18, 14
105, 84, 205, 128, 98
83, 97, 196, 124, 102
38, 24, 59, 49, 39
67, 65, 223, 23, 0
